model,val_auc,val_pr_auc,best_threshold,test_auc,test_f1,test_precision,test_recall,test_accuracy
mlp,0.7947736411370165,0.43468181648322757,0.3168434958208044,0.7991633597103637,0.49109947643979057,0.4775967413441955,0.5053879310344828,0.8820101966496723
