model,val_auc,val_pr_auc,best_threshold,test_auc,test_f1,test_precision,test_recall,test_accuracy
xgb,0.8054933195305326,0.4725667580185409,0.22693169116973877,0.8108757341148167,0.5258536585365854,0.4803921568627451,0.5808189655172413,0.8820101966496723
