model,val_auc,val_pr_auc,best_threshold,test_auc,test_f1,test_precision,test_recall,test_accuracy
lgbm,0.8071998490049815,0.4768333638442608,0.23097181442237688,0.8141790296712108,0.5266764561918746,0.48251121076233183,0.5797413793103449,0.8826171400825443
