model,val_auc,val_pr_auc,best_threshold,test_auc,test_f1,test_precision,test_recall,test_accuracy
rf,0.8093559988716855,0.4770424389460191,0.2706974446986359,0.8128258555828105,0.5242424242424243,0.49334600760456276,0.5592672413793104,0.8856518572469045
