model,val_auc,val_pr_auc,best_threshold,test_auc,test_f1,test_precision,test_recall,test_accuracy
logreg,0.7980329856822063,0.4486963968453026,0.688541604246478,0.8013279665314401,0.5027322404371585,0.4663594470046083,0.5452586206896551,0.8784899247390143
