ds,y_true,y_pred,error,month
2018-06-27,31590.0,31012.433775046567,577.5662249534325,6
2018-06-28,31216.0,30369.540832541337,846.4591674586627,6
2018-06-29,30629.0,29905.85692339427,723.143076605731,6
2018-06-30,27716.0,27522.6030066447,193.39699335530167,6
2018-07-01,26717.0,26229.98398505746,487.0160149425392,7
2018-07-02,34667.0,29627.08035228881,5039.919647711191,7
2018-07-03,31891.0,30434.986415302268,1456.0135846977319,7
2018-07-04,26775.0,30694.1881061769,3919.188106176902,7
2018-07-05,27797.0,29780.505144481325,1983.5051444813253,7
2018-07-06,28024.0,28909.574662513896,885.5746625138963,7
2018-07-07,27744.0,26940.731089650348,803.2689103496523,7
2018-07-08,32800.0,26203.640578766892,6596.359421233108,7
2018-07-09,29955.0,29896.514766887347,58.48523311265308,7
2018-07-10,23695.0,30975.45282398506,7280.452823985059,7
2018-07-11,30595.0,31209.596103334545,614.5961033345448,7
2018-07-12,27961.0,30386.082241408632,2425.0822414086324,7
2018-07-13,31520.0,29868.610152193414,1651.3898478065857,7
2018-07-14,28080.0,28120.841877909163,40.84187790916258,7
2018-07-15,25557.0,27834.30361947136,2277.3036194713604,7
2018-07-16,30273.0,31447.69177061653,1174.6917706165295,7
2018-07-17,31506.0,32472.6119038521,966.6119038520992,7
2018-07-18,31924.0,32381.79177517368,457.7917751736786,7
2018-07-19,32012.0,31765.229710515876,246.77028948412408,7
2018-07-20,31460.0,31862.905494212075,402.9054942120747,7
2018-07-21,27580.0,30222.798782609018,2642.7987826090175,7
2018-07-22,25042.0,29661.294854580203,4619.294854580203,7
2018-07-23,30751.0,32035.74738553945,1284.7473855394492,7
2018-07-24,31835.0,31903.85112259628,68.85112259627931,7
2018-07-25,31399.0,31998.375176209225,599.3751762092252,7
2018-07-26,31823.0,31281.681271467038,541.3187285329623,7
2018-07-27,31683.0,31090.1962696545,592.8037303454985,7
2018-07-28,28386.0,29076.658653253555,690.6586532535548,7
2018-07-29,25864.0,27578.660072343086,1714.6600723430856,7
2018-07-30,30746.0,29802.66641643926,943.3335835607395,7
2018-07-31,31546.0,30200.309575017563,1345.6904249824365,7
2018-08-01,32610.0,30695.86143041446,1914.1385695855388,8
2018-08-02,35004.0,30769.764841385237,4234.235158614763,8
2018-08-03,31598.0,30621.916413662213,976.083586337787,8
2018-08-04,24695.0,28177.04420870759,3482.04420870759,8
2018-08-05,28446.0,26201.59552411382,2244.4044758861783,8
2018-08-06,28089.0,28138.3384770131,49.33847701310151,8
2018-08-07,25662.0,28568.643672120117,2906.643672120117,8
2018-08-08,31978.0,29310.859225580487,2667.140774419513,8
2018-08-09,26280.0,29581.59713523155,3301.59713523155,8
2018-08-10,27637.0,29995.625189753147,2358.6251897531474,8
2018-08-11,30781.0,27380.59989029541,3400.400109704591,8
2018-08-12,26147.0,25255.298949214914,891.7010507850864,8
2018-08-13,29362.0,27712.33252327308,1649.6674767269214,8
2018-08-14,29180.0,28993.509025165797,186.49097483420337,8
2018-08-15,26104.0,27690.635521017928,1586.635521017928,8
2018-08-16,28644.0,30153.094458829637,1509.094458829637,8
2018-08-17,28053.0,30331.68413623555,2278.6841362355517,8
2018-08-18,25615.0,28413.41957669213,2798.4195766921293,8
2018-08-19,24393.0,27078.107068273384,2685.1070682733844,8
2018-08-20,29087.0,30014.53880893327,927.53880893327,8
2018-08-21,30259.0,31266.924349829358,1007.9243498293581,8
2018-08-22,30681.0,31570.958237697592,889.9582376975923,8
2018-08-23,30627.0,31206.70238456843,579.7023845684307,8
2018-08-24,30323.0,30687.050472710813,364.05047271081276,8
2018-08-25,27161.0,28575.343357922262,1414.343357922262,8
2018-08-26,25141.0,27803.640562931054,2662.640562931054,8
2018-08-27,30860.0,30519.858816205306,340.14118379469437,8
2018-08-28,31881.0,30723.23592930973,1157.7640706902712,8
2018-08-29,31719.0,30927.38823008661,791.6117699133902,8
2018-08-30,31624.0,30308.060234962366,1315.939765037634,8
2018-08-31,31238.0,30405.629227609003,832.3707723909974,8
2018-09-01,34064.0,28820.80066816749,5243.199331832511,9
2018-09-02,34646.0,28145.06695328761,6500.933046712391,9
2018-09-03,31202.0,30441.85399513783,760.1460048621702,9
2018-09-04,29390.0,30182.83233887137,792.8323388713688,9
2018-09-05,28403.0,29628.44282116244,1225.44282116244,9
2018-09-06,25154.0,28877.610072975393,3723.6100729753925,9
2018-09-07,31490.0,29204.497702229408,2285.502297770592,9
2018-09-08,30961.0,28089.85788372701,2871.1421162729894,9
2018-09-09,24247.0,27125.162979460372,2878.1629794603723,9
2018-09-10,27934.0,29741.616737842764,1807.6167378427635,9
2018-09-11,30258.0,29399.952536265388,858.0474637346124,9
2018-09-12,25421.0,29392.19163029909,3971.1916302990903,9
2018-09-13,30888.0,28893.960380969394,1994.0396190306055,9
2018-09-14,30641.0,29540.945741647345,1100.0542583526549,9
2018-09-15,26768.0,28503.710660008473,1735.7106600084735,9
2018-09-16,24780.0,27236.692689050866,2456.6926890508657,9
2018-09-17,29920.0,29930.713602232398,10.713602232397534,9
2018-09-18,30556.0,30200.47291880306,355.5270811969385,9
2018-09-19,30855.0,30365.150961739877,489.84903826012305,9
2018-09-20,31077.0,30169.90840242168,907.091597578321,9
2018-09-21,30913.0,30621.843298300806,291.15670169919395,9
2018-09-22,27693.0,28925.991558878246,1232.991558878246,9
2018-09-23,25698.0,27538.67195943256,1840.6719594325587,9
2018-09-24,30442.0,30095.30451252699,346.69548747301087,9
2018-09-25,30764.0,30680.53261760682,83.46738239318074,9
2018-09-26,30471.0,31057.682340610256,586.6823406102558,9
2018-09-27,30084.0,30150.04230235554,66.04230235554132,9
2018-09-28,29747.0,29861.334329295856,114.33432929585615,9
2018-09-29,26319.0,27654.5046959202,1335.504695920201,9
2018-09-30,24189.0,26423.549332348317,2234.549332348317,9
2018-10-01,33336.0,29597.756177924646,3738.243822075354,10
2018-10-02,30710.0,30772.845356073496,62.84535607349608,10
2018-10-03,27545.0,30894.643287271745,3349.643287271745,10
2018-10-04,31134.0,29923.25014611934,1210.7498538806612,10
2018-10-05,28316.0,29036.83187206561,720.8318720656098,10
2018-10-06,23184.0,26279.284094300714,3095.284094300714,10
2018-10-07,32295.0,25281.459789618657,7013.540210381343,10
2018-10-08,29953.0,28495.869481771184,1457.130518228816,10
2018-10-09,28459.0,29572.62637995075,1113.6263799507506,10
2018-10-10,28451.0,29844.665923351036,1393.6659233510363,10
2018-10-11,27122.0,28472.571654526342,1350.5716545263422,10
2018-10-12,30486.0,25296.226939228167,5189.773060771833,10
2018-10-13,24572.0,25565.88249853742,993.8824985374195,10
2018-10-14,23395.0,24503.36130836002,1108.3613083600212,10
2018-10-15,27510.0,27798.581530884378,288.58153088437757,10
2018-10-16,28364.0,28813.870473676725,449.87047367672494,10
2018-10-17,28650.0,28749.98100846096,99.98100846095986,10
2018-10-18,28633.0,28180.67060752152,452.32939247848117,10
2018-10-19,28347.0,27754.184433974075,592.8155660259254,10
2018-10-20,25190.0,26061.285691510737,871.2856915107368,10
2018-10-21,23364.0,24748.346283808234,1384.3462838082341,10
2018-10-22,27725.0,27799.484838712688,74.48483871268763,10
2018-10-23,28362.0,28512.543948532642,150.5439485326424,10
2018-10-24,28305.0,28123.43257570583,181.56742429417136,10
2018-10-25,28305.0,27551.250565805924,753.7494341940765,10
2018-10-26,28355.0,27723.83184351234,631.1681564876599,10
2018-10-27,25493.0,26592.79117966827,1099.791179668271,10
2018-10-28,24052.0,25206.49449156269,1154.494491562691,10
2018-10-29,29712.0,27598.233422519672,2113.766577480328,10
2018-10-30,30831.0,28693.85601632481,2137.143983675189,10
2018-10-31,30550.0,29008.582372938865,1541.4176270611351,10
2018-11-01,33221.0,26566.783848621206,6654.216151378794,11
2018-11-02,27963.0,29121.86198704049,1158.861987040491,11
2018-11-03,25869.0,27460.10001565809,1591.1000156580885,11
2018-11-04,31319.0,26240.158385459225,5078.8416145407755,11
2018-11-05,28210.0,28444.274861359347,234.2748613593467,11
2018-11-06,27770.0,28558.02729011691,788.0272901169083,11
2018-11-07,32136.0,29815.899947344147,2320.100052655853,11
2018-11-08,27764.0,30714.051974895214,2950.051974895214,11
2018-11-09,28826.0,30849.01670807026,2023.0167080702595,11
2018-11-10,28337.0,28744.308847593224,407.3088475932236,11
2018-11-11,24939.0,26981.31070781955,2042.3107078195499,11
2018-11-12,31490.0,29369.184988863013,2120.815011136987,11
2018-11-13,29957.0,29723.232921945768,233.76707805423212,11
2018-11-14,29921.0,30838.37561408746,917.3756140874611,11
2018-11-15,29890.0,31355.082410235893,1465.082410235893,11
2018-11-16,29606.0,31613.320121021094,2007.3201210210937,11
2018-11-17,26370.0,29461.777309868492,3091.777309868492,11
2018-11-18,24934.0,28130.500628104786,3196.5006281047863,11
2018-11-19,29791.0,30285.308837216024,494.3088372160237,11
2018-11-20,30868.0,31506.154151743893,638.1541517438927,11
2018-11-21,31035.0,31675.964020280167,640.9640202801675,11
2018-11-22,31201.0,31444.35564144131,243.35564144131058,11
2018-11-23,30991.0,30849.17801602206,141.82198397794127,11
2018-11-24,27779.0,28351.718943070475,572.7189430704748,11
2018-11-25,26158.0,27253.074140450688,1095.074140450688,11
2018-11-26,30925.0,30114.26818062051,810.731819379489,11
2018-11-27,31585.0,30300.582301646857,1284.4176983531434,11
2018-11-28,31675.0,30619.586310374867,1055.413689625133,11
2018-11-29,31801.0,30107.011604760737,1693.988395239263,11
2018-11-30,31314.0,30206.67393993483,1107.3260600651702,11
2018-12-01,33349.0,28275.536338042388,5073.463661957612,12
2018-12-02,32986.0,27768.473532268967,5217.526467731033,12
2018-12-03,30703.0,31042.809485007947,339.80948500794693,12
2018-12-04,30995.0,31077.059262458002,82.0592624580022,12
2018-12-05,25338.0,30515.898915920094,5177.898915920094,12
2018-12-06,28688.0,27808.720078094648,879.2799219053522,12
2018-12-07,31678.0,30048.212754813154,1629.7872451868461,12
2018-12-08,26123.0,26867.978579955015,744.9785799550154,12
2018-12-09,30632.0,29003.21802245969,1628.7819775403113,12
2018-12-10,24441.0,32008.151584243828,7567.1515842438275,12
2018-12-11,29631.0,31841.057953902135,2210.0579539021346,12
2018-12-12,31835.0,32005.72096365341,170.72096365340985,12
2018-12-13,32258.0,31294.877404835814,963.1225951641864,12
2018-12-14,31809.0,31429.864963421867,379.1350365781327,12
2018-12-15,28487.0,30237.61333648232,1750.6133364823218,12
2018-12-16,26824.0,29673.400359328174,2849.400359328174,12
2018-12-17,31781.0,32025.572460480347,244.57246048034722,12
2018-12-18,32787.0,32077.466449371044,709.5335506289557,12
2018-12-19,32167.0,32196.20781158708,29.20781158707905,12
2018-12-20,31731.0,31742.48688093589,11.486880935888621,12
2018-12-21,30594.0,31650.021115177056,1056.0211151770563,12
2018-12-22,27155.0,29927.86418157283,2772.8641815728297,12
2018-12-23,25481.0,28114.005214199333,2633.005214199333,12
2018-12-24,25495.0,29963.250531998696,4468.250531998696,12
2018-12-25,22338.0,27685.996537438677,5347.9965374386775,12
2018-12-26,26529.0,29935.99324082748,3406.99324082748,12
2018-12-27,28532.0,29645.64174518532,1113.6417451853195,12
2018-12-28,28638.0,29489.265595201367,851.2655952013665,12
2018-12-29,26637.0,26835.723297928736,198.72329792873643,12
2018-12-30,25264.0,25420.18432000957,156.18432000956818,12
2018-12-31,25897.0,28097.164854156264,2200.1648541562645,12
